"id";"name.it";"name.en";"description.it";"description.en";"enabled";"imageId";"price"
"2681";"BRUNELLO DI MONTALCINO RISERVA \"IL GREPPO\" BIONDI SANTI 2015";"BRUNELLO DI MONTALCINO RISERVA \"IL GREPPO\" BIONDI SANTI 2015";"Denominazione Brunello di Montalcino DOCG Vitigni Sangiovese Grosso 100% Tipologia Vini Rossi Regione Toscana (Italia) Gradazione alcolica 14.5% Formato Bottiglia 75 cl Vigneti Impianti molto vecchi che hanno almeno superato i 30 anni di età, radicati su terreni ricco di scheletro e galestro Vinificazione In tini di legno senza uso di lieviti selezionati Affinamento Almeno 36 mesi in botti di rovere di Slavonia. Il Brunello di Montalcino Riserva di Biondi Santi è un vino di straordinaria importanza e complessità, prodotto solo nelle annate memorabili e maturato per almeno 36 mesi in botte grande. Si impone nel panorama enologico mondiale per profondità, ampiezza ed eleganza. Il Brunello Riserva \"Il Greppo\" è un autentico emblema di Montalcino, un vino che ha fatto la storia della denominazione in virtù della sua austerità, classe e capacità di instaurare col tempo un rapporto dialettico. Pochi nomi entrano a far parte della leggenda di un luogo come quello della famiglia Biondi Santi, che più di due secoli fa iniziò a vinificare il Sangiovese in uno dei territori più vocati per la sua produzione. Passione ed una conoscenza maniacale di vitigni e terreni, oltre che una rara sensibilità, hanno permesso a Ferruccio Biondi Santi con l'arrivo della fillossera a metà 800 di selezionare un clone di Sangiovese che desse vita a liquidi pressoché immortali. E poi in successione Tancredi e Franco, volti e persone che hanno contribuito a definire il disciplinare di un vino che oggi è sinonimo di prestigio e in molti casi di eccellenza. La cantina continua a seguire pratiche di vinificazione tradizionali, per preservare la tipicità che è da sempre un dettame fondamentale. La Riserva \"Il Greppo\" viene prodotta interamente da viti di Sangiovese Grosso con più di 25 anni di età e solo in annate ritenute eccezionali. Dopo una accurata cernita dei grappoli, le uve vengono portate in cantina dove verrà avviata la fermentazione che avviene in botti grandi di rovere di Slavonia a temperatura controllata. L'affinamento segue le pratiche tradizionali, e dura circa 36 mesi anch'esso in botti medio-grandi di rovere. Dopo un ulteriore riposo di qualche mese in vetro il vino è pronto per essere commercializzato. Solo 10.000 bottiglie, per questa riserva che, a testimonianza della sua longevità, è stata aperta in alcuni casi anche cinquant'anni dopo la vendemmia mostrandosi perfettamente integra. \"Il Greppo\" Brunello si presenta nel calice con colore rubino luminoso, di grande vivacità. Appena portato al naso rivela subito la sua compatta austerità, ed ha bisogno di essere sollecitato per allontanare l'iniziale ritrosia. Un attimo di tempo e il liquido comincia a tratteggiare gradualmente un ritratto di Montalcino in autunno, dove si stagliano la ciliegia matura, il tabacco ed una componente terrosa affascinante e perfettamente integrata. L'assaggio è difficile da definire per come riesce a far convivere potenza e finezza. Parte in progressione, entrando quasi in punta di piedi fino a prendere possesso del palato e distendersi in una persistenza chilometrica. Cavallo di razza purissima, può ridefinire il concetto di fuoriclasse. Imperdibile.";"Denomination Brunello di Montalcino DOCG Grapes Sangiovese Grosso 100% Type Red Wines Region Tuscany (Italy) Alcohol content 14.5% Bottle Format 75 cl Vineyards Very old plants that are at least over 30 years old, rooted on soils rich in skeleton and marl Vinification In wooden vats without the use of selected yeasts Aging At least 36 months in Slavonian oak barrels. Biondi Santi's Brunello di Montalcino Riserva is a wine of extraordinary importance and complexity, produced only in memorable vintages and aged for at least 36 months in large barrels. It imposes itself on the world wine scene for depth, breadth and elegance. The Brunello Riserva \"Il Greppo\" is an authentic emblem of Montalcino, a wine that has made the history of the denomination by virtue of its austerity, class and ability to establish a dialectical relationship over time. Few names become part of the legend of a place like that of the Biondi Santi family, who more than two centuries ago began making wine from Sangiovese in one of the most suitable areas for its production. With the arrival of phylloxera in the mid-1800s, passion and an obsessive knowledge of vines and land, as well as a rare sensitivity, allowed Ferruccio Biondi Santi to select a clone of Sangiovese that gave life to almost immortal liquids. And then in succession Tancredi and Franco, faces and people who have contributed to defining the specification of a wine that today is synonymous with prestige and in many cases with excellence. The cellar continues to follow traditional winemaking practices, to preserve the typicality which has always been a fundamental dictate. The Riserva \"Il Greppo\" is produced entirely from Sangiovese Grosso vines over 25 years of age and only in years considered exceptional. After a careful selection of the bunches, the grapes are taken to the cellar where the fermentation will start which takes place in large Slavonian oak barrels at a controlled temperature. Aging follows traditional practices, and lasts about 36 months, also in medium-large oak barrels. After a further rest of a few months in glass, the wine is ready to be marketed. Only 10,000 bottles for this reserve which, as evidence of its longevity, was in some cases opened even fifty years after the harvest, showing itself to be perfectly intact. \"Il Greppo\" Brunello is presented in the glass with a bright ruby color, very lively. As soon as it is brought to the nose, it immediately reveals its compact austerity, and needs to be prompted to remove the initial reluctance. A moment of time and the liquid begins to gradually outline a portrait of Montalcino in autumn, where ripe cherries, tobacco and a fascinating and perfectly integrated earthy component stand out. The taste is difficult to define for how it manages to combine power and finesse. It starts in progression, entering almost on tiptoe until it takes possession of the palate and relaxes in a kilometric persistence. A purebred horse, it can redefine the concept of champion. Unmissable.";"1";"1330";"980"
"2682";"BRUNELLO DI MONTALCINO \" RISERVA \"CERRETTALTO\" CASANOVA DI NERI 2016";"BRUNELLO DI MONTALCINO \" RISERVA \"CERRETTALTO\" CASANOVA DI NERI 2016";"Casanova Di Neri Brunello di Montalcino Cerretalto 2016 è un vino \"rosso granato intenso\" prodotto da Casanova Di Neri nell'anno della vendemmia 2016 in Toscana venduto sotto la denominazione Brunello Di Montalcino Docg.  Affinamento Viene affinato in botte per 36 mesi e in bottiglia per 24 mesi. Abbinamenti consigliati Carni arrosto e grigliate carni rosse in umido formaggi stagionati selvaggina. Note di degustazione Note di frutta matura e fiori secchi, con un finale di sigaro, legno nobile e grafite. Premi e giudizi della critica Casanova Di Neri Brunello di Montalcino Cerretalto 2016 vino è uno dei più premiati dalla critica enologica come Robert Parker, che ha assegnato un punteggio storico di 98 punti, oppure il critico James Suckling che ha assegnato un punteggio elevatissimo di 100 punti, Wine Spectator ha assegnato 98 punti, tra la critica italiana, la guida Gambero Rosso ha assegnato tre bicchieri. Decanter ha assegnato un punteggio di 98. Veronelli ha assegnato un punteggio di 97/100.";"Casanova Di Neri Brunello di Montalcino Cerretalto 2016 is an \"intense garnet red\" wine produced by Casanova Di Neri in the 2016 harvest year in Tuscany sold under the denomination Brunello Di Montalcino Docg.  Refinement It is aged in barrels for 36 months and in bottles for 24 months. Recommended pairings Roasted and grilled meats Stewed red meats Seasoned cheeses Game. Tasting notes Notes of ripe fruit and dried flowers, with a finish of cigar, noble wood and graphite. Awards and reviews from critics Casanova Di Neri Brunello di Montalcino Cerretalto 2016 wine is one of the most awarded by wine critics such as Robert Parker, who assigned a historical score of 98 points, or the critic James Suckling who assigned a very high score of 100 points, Wine Spectator assigned 98 points, among the Italian critics, the Gambero Rosso guide awarded three glasses. Decanter gave it a score of 98. Veronelli awarded a score of 97/100.";"1";"1331";"690"
"2686";"SGROPPINO A LIMONE";"LEMON SORBET WITH VODKA ";"";"";"1";"1335";"12"
"2687";"SOAVE MONTECARBONARE \" I PALCHI FOSCARINO\" INAMA 2020";"SOAVE MONTECARBONARE \" I PALCHI FOSCARINO\" INAMA 2020";"La Garganega, fiore all'occhiello di Inama, prende il nome dalle ampie terrazze con filari di vecchie viti di Garganega allevate a perline sul Monte Foscarino. Nel 2019, grazie all'esposizione ottimale e all'attenta gestione, una selezione delle migliori uve è stata riservata a I Palchi, che d'ora in poi usciranno in quantità altamente gestibili solo nelle annate migliori. È l'archetipo di un Soave Classico da terreni vulcanici e un'interpretazione più che riuscita e indipendente dell'uva Garganega.  Giallo paglierino intenso e ricco. Naso delicato ed elegantissimo di fiori bianchi, frutta a nocciolo, erbe di campo, arrotondato da una bella speziatura e da un po' di pietra focaia. Al palato è corposo, con una cremosità decisa, un frutto denso e maturo e componenti minerali complesse. Un sogno di velluto e di seta, trasportato da un'acidità ben proporzionata e con un finale impressionante";"The Garganega, Inama's flagship, takes its name from the large terraces with rows of old Garganega vines trained in perline on Monte Foscarino. In 2019, thanks to the optimal exposure and careful management, a selection of the best grapes was reserved for I Palchi, which from now on will be released in highly manageable quantities only in the best vintages. It is the archetype of a Soave Classico from volcanic soils and a more than successful and independent interpretation of the Garganega grape.  Intense and rich straw yellow. Delicate and very elegant nose of white flowers, stone fruit, wild herbs, rounded off by a nice spiciness and a little flint. On the palate it is full-bodied, with a strong creaminess, a dense and ripe fruit and complex mineral components. A dream of velvet and silk, carried by a well-proportioned acidity and with an impressive finish";"1";"1336";"98"
"2688";"AMARONE CLASSICO ZENATOI 2018";"AMARONE CLASSICO ZENATO 2018";" VITIGNI: CORVINA RONDINELLA OSELETA e CROATINA  Prodotto dalle migliori uve della tenuta Costalunga, a S. Ambrogio nella zona classica della Valpolicella, una terra carica di significati, tradizioni e cultura enogastronomica. Dopo un’accurata selezione manuale, le uve vengono lasciate riposare nel fruttaio in piccole cassette e successivamente delicatamente pressate.L’anima e il cuore di Zenato risiedono nelle antiche terre moreniche del Lugana e della Valpolicella, luoghi dal clima mite e di impareggiabile fascino che si affacciano sulla sponda veneta del Lago di Garda.  I vigneti si estendono per 75 ettari nella tenuta Zenato di S. Cristina a San Benedetto di Lugana, vocati al Trebbiano di Lugana e nella tenuta Costalunga in Valpolicella, patria del celebre Amarone Zenato, che ospita i rinomati vitigni Corvina, Rondinella e Oseleta.  Tutto nasce nel 1960 dal padre Sergio Zenato, che con energia e ambizione, animato dal suo profondo legame con il territorio, ha sperimentato nuove tecniche di vinificazione e investito sui vitigni autoctoni, fino ad ottenere vini di qualità altissima. Oggi, la moglie Carla insieme ai figli Alberto e Nadia, con la stessa passione, tenacia ed infinita dedizione, fanno crescere la grande impresa di Sergio, diffondendo l’eccellenza dei vini Zenato in oltre 60 paesi del mondo. Così, l’anima dei territori del Lugana ed il cuore della Valpolicella continuano a espandere i loro confini.";"VINES: CORVINA RONDINELLA OSELETA and CROATINA Produced from the best grapes of the Costalunga estate, in S. Ambrogio in the classic area of ​​Valpolicella, a land full of meanings, traditions and food and wine culture. After a careful manual selection, the grapes are left to rest in the loft in small crates and then delicately pressed.The soul and heart of Zenato reside in the ancient morainic lands of Lugana and Valpolicella, places with a mild climate and unparalleled charm that they overlook the Venetian shore of Lake Garda. The vineyards extend for 75 hectares in the Zenato di S. Cristina estate in San Benedetto di Lugana, suited to Trebbiano di Lugana and in the Costalunga estate in Valpolicella, home of the famous Amarone Zenato, which hosts the renowned Corvina, Rondinella and Oseleta vines. It all began in 1960 by his father Sergio Zenato, who with energy and ambition, animated by his deep bond with the territory, experimented with new winemaking techniques and invested in native vines, to obtain wines of the highest quality. Today, his wife Carla together with their children Alberto and Nadia, with the same passion, tenacity and infinite dedication, make Sergio's great business grow, spreading the excellence of Zenato wines in over 60 countries around the world. Thus, the soul of the Lugana territories and the heart of Valpolicella continue to expand their borders.";"0";"1337";"16"
"2689";"BRUNELLO DI MONTALCINO \"TENUTA NUOVA\" CASANOVA DI NERI 2016";"BRUNELLO DI MONTALCINO \"TENUTA NUOVA\" CASANOVA DI NERI 2016";"Il Tenuta Nuova nasce da un progetto innovativo di vigna impiantata in un territorio a sud-est di Montalcino mai sperimentato prima e rappresenta la volontà di produrre un Brunello di grande personalità: struttura, finezza, quantità e qualità dei tannini, lunghezza, bevibilità e potenziale di invecchiamento. Il terreno, il microclima, e le realtà botaniche tipiche della macchia mediterranea che circondano i vigneti sono la perfetta dimostrazione dell’eccezionalità del terroir del Tenuta Nuova 2016.  Rosso profondo. Olfatto di grande intensità aromatica; le note di frutta rossa, in particolare ciliegia, si sposano alla perfezione con la consueta balsamicità del Tenuta Nuova. Al palato è senza fine: ricco, profondo, avvolgente e con un’estrema purezza del frutto. Seguono la sapidità e l’acidità che si fondono magistralmente a dei tannini scalpitanti e vibranti. Il finale lascia presagire una vita molto lunga per questa grandissima annata.";"Tenuta Nuova comes from an innovative vineyard project planted in an area south-east of Montalcino never experienced before and represents the desire to produce a Brunello with great personality: structure, finesse, quantity and quality of tannins, length, drinkability and potential of ageing. The soil, the microclimate, and the botanical realities typical of the Mediterranean scrub that surround the vineyards are the perfect demonstration of the exceptional terroir of Tenuta Nuova 2016.  Deep red. Smell of great aromatic intensity; the notes of red fruit, especially cherry, marry perfectly with the usual balsamic note of Tenuta Nuova. On the palate it is endless: rich, deep, enveloping and with an extreme purity of the fruit. This is followed by sapidity and acidity which masterfully blend with the pounding and vibrant tannins. The finish suggests a very long life for this great vintage.";"1";"1338";"360"
"2691";"BRUNELLO DI MONTALCINO RISERVA \"IL GREPPO\" BIONDI SANTI 2016";"BRUNELLO DI MONTALCINO RISERVA \"IL GREPPO\" BIONDI SANTI 2016";"Il Brunello di Montalcino Riserva Il Greppo dell'azienda Biondi Santi racconta una storia nata moltissimo tempo fa, quando qualche antenato della famiglia, due secoli fa, iniziò a vinificare Sangiovese in un territorio particolarmente vocato, quello di Montalcino. I vigneti godono di un'ottima esposizione e sono localizzati ad altitudine non superiore ai 600 metri. I terreni sono mediamente strutturati e ricchi di galestro, componente essenziale per conferire struttura e la corposità al vino. La riserva Il Greppo è prodotta sono nelle annate ritenute eccezionali e con uve provenienti da viti di oltre 25 anni di età. La vendemmia si esegue con raccolta manuale con una rigorosa selezione dei grappoli migliori. La vinificazione prevede, fermentazione alcolica a temperatura controllata in grandi botti di rovere di Slavonia e una lunga macerazione sulle bucce. Il vino, quindi, maturerà in botti di rovere per 3 anni. Dopo l'imbottigliamento, segue un ulteriore affinamento in bottiglia della durate di 6 mesi. Il Brunello di Montalcino Riserva Il Greppo è pronto ad essere degustato in tutta la sua complessità, eleganza e raffinatezza, ma la sua caratteristica predominante è la straordinaria longevità che può arrivare anche fino a 40 anni se correttamente conservato, sono state infatti aperte bottiglie dopo diversi decenni che si sono rivelate perfettamente integre. Di colore rosso granato intenso, al naso è complesso con successione di frutti di bosco, rosa appassita, spezie e note balsamiche. In bocca è pieno ed elegante, una freschezza vivace e ottimo tannino.";"The Brunello di Montalcino Riserva Il Greppo of the Biondi Santi company tells a story that began a long time ago, when some ancestor of the family, two centuries ago, began to vinify Sangiovese in a particularly suitable area, that of Montalcino. The vineyards enjoy excellent exposure and are located at an altitude of no more than 600 metres. The soils are moderately structured and rich in marl, an essential component for giving the wine structure and body. The Il Greppo reserve is produced only in years considered exceptional and with grapes from vines over 25 years of age. The harvest is done by hand with a rigorous selection of the best bunches. The vinification involves alcoholic fermentation at a controlled temperature in large Slavonian oak barrels and a long maceration on the skins. The wine will then mature in oak barrels for 3 years. After bottling, a further refinement in the bottle for 6 months follows. The Brunello di Montalcino Riserva Il Greppo is ready to be tasted in all its complexity, elegance and refinement, but its predominant characteristic is the extraordinary longevity which can even reach up to 40 years if correctly stored, in fact the bottles were opened after several decades that have proved to be perfectly intact. Intense garnet red in colour, the nose is complex with a succession of wild berries, dried roses, spices and balsamic notes. In the mouth it is full and elegant, with lively freshness and excellent tannins";"1";"1340";"1300"
"2694";"Deep red";"Deep red";"";"";"0";"1345";"12"
"2695";"AMARONE CLASSICO DELLA VALPOLICELLA \" VIGNETO MONTE SANT' URBANO\" 2003";"AMARONE CLASSICO DELLA VALPOLICELLA \" VIGNETO MONTE SANT' URBANO\" 2003";"Simbolo indiscusso della famiglia Speri, l’Amarone Sant’Urbano è un eccellente esempio di finezza e classicità. Un vino straordinario di grande complessità e vigorosa struttura da sempre ai vertici per eleganza e qualità. Durante la vinificazione avviene una vendemmia interamente manuale, successivamente all’appassimento delle uve di 100 giorni circa. La maturazione avviene per 24 mesi in tonneaux di rovere francese da 500 l.; a seguire 18 mesi in botti medio-grandi di rovere di Slavonia. Affinamento in bottiglia di 12 mesi. Di colore rosso granato intenso, ha un profumo etereo di frutta appassita. Al palato è corposo, caldo, avvolgente, asciutto. Vino importante e di rara eleganza, si presta bene all’invecchiamento. PREMI E RICONOSCIMENTI Gambero Rosso 3/3 Bibenda 5/5 Slowine Vino Slow James Suckling 96/100 AIS \"Vitae\" 4/4 Veronelli 97/100 Wine Spectator 96/100";"Undisputed symbol of the Speri family, Amarone Sant'Urbano is an excellent example of finesse and classicism. An extraordinary wine of great complexity and vigorous structure that has always been at the top for elegance and quality. During the vinification, an entirely manual harvest takes place, following the withering of the grapes for about 100 days. Maturation takes place for 24 months in 500 liter French oak tonneaux; followed by 18 months in medium-large Slavonian oak barrels. Aging in bottle for 12 months. Intense garnet red in colour, it has an ethereal bouquet of dried fruit. On the palate it is full-bodied, warm, enveloping, dry. An important wine of rare elegance, e James Suckling 96/100 AIS \"Vitae\" 4/4 Veronelli 97/100 Wine Spectator 96/100it lends itself well to ageing. AWARDS AND ACKNOWLEDGMENTS Red shrimp 3/3 drink 5/5 Slowine Slow win";"1";"1344";"550"
"2696";"Amarone Della Valpolicella Classico\" Sant'Urbano\" SPERI 1985";"Amarone Della Valpolicella Classico \"Sant'Urbano\" SPERI 1985";"Caratteristiche: di colore rosso granato intenso, ha un profumo etereo di frutta appassita. Al palato è corposo, caldo, avvolgente, asciutto. Vino importante e di rara eleganza, si presta bene all’invecchiamento.  Annata: 1985  Gradazione: 15%  Formato: 75cl  Territorio: Italia – Veneto";"Characteristics: intense garnet red in colour, it has an ethereal bouquet of dried fruit. On the palate it is full-bodied, warm, enveloping, dry. An important wine of rare elegance, it lends itself well to ageing.  Year: 1985  Alcohol content: 15%  Format: 75cl  Territory: Italy – Veneto";"1";"1346";"740"
"2698";"Amarone della Valpolicella Classico DOCG \"Vigneto Monte Sant’Urbano\" 1990 - SPERI";"Amarone della Valpolicella Classico DOCG \"Vigneto Monte Sant’Urbano\" 1990 - SPERI";"Cantina: Speri  Denominazione: Amarone della Valpolicella DOCG  Tipologia: Rosso  Anno: 1990  Uvaggio: Corvina e Corvinone, Rondinella, Molinara  Nazione: Italia  Regione: Veneto  Formato: 0,75 L  Alcol: 15% vol.";"Cellar: You hope  Denomination: Amarone della Valpolicella DOCG  Typology: Red  Year: 1990  Grapes: Corvina and Corvinone, Rondinella, Molinara  Country: Italy  Veneto region  Format: 0.75L  Alcohol: 15% vol.";"1";"1348";"480"
"2699";"AMARONE CLASSICO DELLA VALPOLICELLA \" VIGNETO MONTE SANT' URBANO\" 2003";"AMARONE CLASSICO DELLA VALPOLICELLA \" VIGNETO MONTE SANT' URBANO\" 2003";"Simbolo indiscusso della famiglia Speri, l’Amarone Sant’Urbano è un eccellente esempio di finezza e classicità. Un vino straordinario di grande complessità e vigorosa struttura da sempre ai vertici per eleganza e qualità. Durante la vinificazione avviene una vendemmia interamente manuale, successivamente all’appassimento delle uve di 100 giorni circa. La maturazione avviene per 24 mesi in tonneaux di rovere francese da 500 l.; a seguire 18 mesi in botti medio-grandi di rovere di Slavonia. Affinamento in bottiglia di 12 mesi. Di colore rosso granato intenso, ha un profumo etereo di frutta appassita. Al palato è corposo, caldo, avvolgente, asciutto. Vino importante e di rara eleganza, si presta bene all’invecchiamento. PREMI E RICONOSCIMENTI Gambero Rosso 3/3 Bibenda 5/5 Slowine Vino Slow James Suckling 96/100 AIS \"Vitae\" 4/4 Veronelli 97/100 Wine Spectator 96/100";"Undisputed symbol of the Speri family, Amarone Sant'Urbano is an excellent example of finesse and classicism. An extraordinary wine of great complexity and vigorous structure that has always been at the top for elegance and quality. During the vinification, an entirely manual harvest takes place, following the withering of the grapes for about 100 days. Maturation takes place for 24 months in 500 liter French oak tonneaux; followed by 18 months in medium-large Slavonian oak barrels. Aging in bottle for 12 months. Intense garnet red in colour, it has an ethereal bouquet of dried fruit. On the palate it is full-bodied, warm, enveloping, dry. An important wine of rare elegance, e James Suckling 96/100 AIS \"Vitae\" 4/4 Veronelli 97/100 Wine Spectator 96/100it lends itself well to ageing. AWARDS AND ACKNOWLEDGMENTS Red shrimp 3/3 drink 5/5 Slowine Slow win";"1";"1349";"550"
"2701";"ESPOLON BLANCO";"ESPOLON BLANCO";"";"";"1";"1352";"12"
"2702";"ESPOLON REPOSADO";"ESPOLON REPOSADO";"";"";"1";"1353";"14"
"2703";"PATRON SILVER";"PATRON SILVER";"";"";"1";"1354";"18"
"2704";"ENGLISH GIN";"ENGLISH GIN";"";"";"1";"1355";"13"
"2705";"ROKU GIN";"ROKU GIN";"";"";"0";"1356";"8"
"2706";"MASSETO TENUTA DELL'ORNELLAIA 2016";"MASSETO TENUTA DELL'ORNELLAIA 2016";"Masseto 2016 insieme al 2015 , è stata la migliore annata degli ultimi 10 anni. L'incantevole Tenuta Masseto è uno di quei meravigliosi luoghi dove la compenetrazione delle caratteristiche pedoclimatiche e dei vitigni raggiunge livelli impensabili, dando un risultato emozionante e leggendario. I 7 ettari di estensione dislocati nelle splendide colline di Bolgheri possiedono una natura unica e ineguagliabile, il terreno composto di argille blu apparse a seguito dei terremoti conferisce una clamorosa ricchezza aromatica al vino, difendendolo allo stesso tempo dagli stress idrici. Il clima mite accarezzato da dolci brezze marine rinfresca un'area, che gode particolarmente del sole mediterraneo. Il vigneto è così suddiviso in tre sottozone, chiamate rispettivamente, Alto, Centrale e Junior, con peculiarità assai diverse tra loro; sarà poi l'enologo, in questo caso Axel Heinz, a comporre la cuvée perfetta per realizzare il grandioso \"Masseto\". La cura nei più piccoli particolari e le condizioni estreme in cui nasce questo prezioso gioiello della Toscana accrescono ancor di più il valore, di un Merlot di livello stupefacente. Al calice si manifesta in un manto color rosso rubino acceso e carico, rinforzato da una consistenza quasi materica. Il profilo olfattivo rivela un'imponente varietà di sentori, ma con una disposizione pura, estremamente energica e precisa, capeggiata da note di ciliegia, mora, prugna, mirtillo, violetta, tabacco, cacao, caffè e vaniglia, con belle finiture di liquirizia, pepe e sottobosco. All'assaggio è un Merlot maestoso, muscoloso e commovente, uno spettacolare tripudio di aromi, coordinati in maniera sublime da un formidabile incrocio tra struttura, tenore alcolico, morbidezze, acidità e tannino. Un fuoriclasse di interminabile persistenza.  La vinificazione avviene per i primi giorni in acciaio a temperatura controllata, successivamente prosegue la fermentazione in tini di rovere. Terminata la fermentazione alcolica, svolge quella malolattica in barrique nuove di rovere, mantenendo separati i lotti per i primi 12 mesi di maturazione, per poi assemblarli e procedere con l'affinamento per un altro anno. Dopo l'imbottigliamento, il \"Masseto\" riposa per altri 12 mesi in bottiglia, prima di uscire sul mercato.";"Masseto 2016 together with 2015 was the best vintage of the last 10 years. The enchanting Tenuta Masseto is one of those wonderful places where the interpenetration of soil and climate characteristics and vines reaches unthinkable levels, giving an exciting and legendary result. The 7 hectares of extension located in the splendid hills of Bolgheri possess a unique and incomparable nature, the soil composed of blue clays which appeared following the earthquakes gives a sensational aromatic richness to the wine, defending it at the same time from water stress. The mild climate caressed by sweet sea breezes refreshes an area, which particularly enjoys the Mediterranean sun. The vineyard is thus divided into three sub-zones, called respectively, Alto, Centrale and Junior, with very different characteristics; it will then be the oenologist, in this case Axel Heinz, who will compose the perfect cuvée to make the grandiose \"Masseto\". The attention to the smallest details and the extreme conditions in which this precious jewel of Tuscany is born, further increase the value of an astonishing Merlot. In the glass it manifests itself in a bright and deep ruby ​​red color, reinforced by an almost material consistency. The olfactory profile reveals an impressive variety of scents, but with a pure, extremely energetic and precise disposition, headed by notes of cherry, blackberry, plum, blueberry, violet, tobacco, cocoa, coffee and vanilla, with beautiful finishes of licorice, pepper and undergrowth. When tasted it is a majestic, muscular and moving Merlot, a spectacular riot of aromas, sublimely coordinated by a formidable cross between structure, alcohol content, softness, acidity and tannin. A champion of endless persistence.  The vinification takes place for the first few days in steel at a controlled temperature, then the fermentation continues in oak vats. Once the alcoholic fermentation is complete, it carries out the malolactic fermentation in new oak barriques, keeping the lots separate for the first 12 months of maturation, to then assemble them and proceed with the refinement for another year. After bottling, the \"Masseto\" rests for another 12 months in the bottle before being released on the market.";"1";"1357";"2900"
"2707";"DOM PERIGNON VINTAGE 2013";"DOM PERIGNON VINTAGE 2013";"";"";"1";"1358";"550"
"2708";"DOM PERIGNON P2 2004";"DOM PERIGNON P2 2004";"Ha passato oltre 15 anni sui lieviti, questo Champagne Brut P2 Vintage della maison Dom Pérignon. Si mostra nel pieno della sua energia, regalando a tutti i sensi uneleganza, una raffinatezza e uno stile invidiabile. Niente altro da aggiungere: sontuoso. Da subito, l'eleganza della grana, e poi anche la persistenza, comunicano che siamo di fronte a livelli qualitativi altissimi. Ha un bouquet intenso, pieno e radiante, con note mielate, sentori agrumati, sfumature di nocciola tostata e leggeri richiami iodati. In bocca è cremoso e dotato di una lunghezza aromatica prepotente. Il retrogusto è leggermente affumicato e ricco di equilibrata energia.";"This Champagne Brut P2 Vintage from the Dom Pérignon maison has spent over 15 years on the lees. It shows itself in its full energy, giving all the senses an enviable elegance, refinement and style. Nothing more to add: sumptuous. From the outset, the elegance of the grain, and then also the persistence, communicate that we are dealing with very high quality levels. It has an intense, full and radiant bouquet, with honeyed notes, citrus scents, nuances of toasted hazelnuts and light iodine hints. In the mouth it is creamy and has an overbearing aromatic length. The aftertaste is slightly smoky and full of balanced energy.";"1";"1359";"1150"
"2709";"FERRARI R0SE MAXIMUM";"FERRARI R0SE MAXIMUM";"";"";"0";"1360";"11"
"2711";"Kir Royal";"Kir Royal";"";"";"0";"1362";"13"
"2712";"Midori Japanese Gin & Tonic";"Midori Japanese Gin & Tonic";"½ part Midori® Melon Liqueur 1 part gin 2 parts tonic water 1 wedge of lemon";"½ part Midori® Melon Liqueur 1 part gin 2 parts tonic water 1 wedge of lemon";"0";"1363";"15"
"2713";"Peschito";"Peschito";"";"";"0";"1366";"14"
"2714";"Poli Grappa Cleopatra Amarone Oro";"Poli Grappa Cleopatra Amarone Oro";"";"";"0";"1367";"14"
"2715";"TEQUILA LOS ARANGO REPOSADO";"TEQUILA LOS ARANGO REPOSADO";"";"";"1";"1368";"14"
"2716";"Kah Blanco Tequila";"Kah Blanco Tequila";"";"";"1";"1369";"14"
"2717";"Kah Reposado Tequila";"Kah Reposado Tequila";"";"";"1";"1370";"16"
"2718";"VODKA BELUGA NOBLE";"VODKA BELUGA NOBLE";"";"";"1";"1371";"15"
"2719";"Vodka Crystal Head";"Vodka Crystal Head";"";"";"0";"1372";"14"
"2720";"Vodka Elit Stolichnaya";"Vodka Elit Stolichnaya";"";"";"1";"1373";"16"
